LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error
2020-01-15 16:04:59,1900-01-00 00:00:00,,B0:4E:26:AC:F1:98,-58,,0.000000,0.000000,0.000,0.000
2020-01-15 16:04:59,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-56,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-55,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-56,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-55,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-55,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-57,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-55,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-57,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-54,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-54,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-63,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-55,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:00,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-63,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-55,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-61,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-61,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-55,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-63,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-57,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-63,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-61,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-63,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-63,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-62,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-54,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-63,WPA2,0.000000,0.000000,0.000,0.000
2020-01-15 16:05:01,1900-01-00 00:00:00,Leu Net,B0:4E:26:AC:F1:98,-54,WPA2,0.000000,0.000000,0.000,0.000
